pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSSNET,pff_GARBAGETIME,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSS,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPT3,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_PLAYCLOCK,pff_RUNPASSOPTION
3342140,15720,2019-11-30,2019,14,76671,3694,4,0,7:34,0,,0,41,0,,,40,1,,70,0,0,0,10,0,,0,3342132,,10.41,0,,163,0,,,0,0,,,0,NCST 20,,,,,,,4-6,,NCUN D06 (R3); NCUN D08 (L2); NCUN D10 (R2); NCUN D16 (L1); NCUN D20 (R1); NCUN 23 (L4); NCUN D24 (R6); NCUN D25 (L3); NCUN D27 (R5); NCUN 34 (R4); NCUN S95 (PK),NCUN D06 (0.0); NCUN D08 (0.0); NCUN D10 (0.0); NCUN D16 (0.0); NCUN D20 (0.0); NCUN 23 (0.0); NCUN D24 (-0.5); NCUN D25 (0.0); NCUN D27 (0.0); NCUN 34 (0.0); NCUN S95 (+0.5),,,NCUN,0,,,NCUN D24 (R6); NCST D30 (RF3); NCST 37 (LF3),,,,,,,,-35,,,,,70,,3.80,L,R,,,,,,NCUN D24 (R6); NCUN D24 (R6); NCUN S95 (PK); NCST D30 (RF3); NCST 37 (LF3),,70,C,C,NCUN S95,TOUCHBACK,D,24,4,,,,,NCUN D24,,6-0-3,,,,,NCST 20 (KR); NCST D30 (RF3); NCST D33 (RF1); NCST D35 (LB); NCST 36 (RF2); NCST 37 (LF3); NCST 38 (KFB); NCST D39 (LF2); NCST 45 (MB); NCST D49 (RB); NCST 84 (LF1),NCST 20 (0.0); NCST D30 (+0.5); NCST D33 (0.0); NCST D35 (0.0); NCST 36 (0.0); NCST 37 (+0.5); NCST 38 (0.0); NCST D39 (0.0); NCST 45 (0.0); NCST D49 (0.0); NCST 84 (0.0),,,NCST,,,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,NCST D30; NCST 37; NCUN S95,,,0,,,,,,,,,,,,,,,NCST 20,,,,,,-31,,,KICKOFF,,1; NCUN D20 (R1),,,,,,,,6,0
3339245,15720,2019-11-30,2019,14,76671,724,1,4,1:36,0,,0,0,0,,,49,0,1.22,49,0,0,0,3,0,,0,3339233,,3.00,0,0.99,32,0,,,0,0,,,0,NCUN 04,8; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN 24; NCUN D25; NCUN 34,,,,,,7-1,,NCUN 04 (PR); NCUN D06 (VR); NCUN 11 (PDL3); NCUN D13 (PDL2); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR3); NCUN 24 (PDL4); NCUN D25 (PDR2); NCUN 34 (PLR),NCUN 04 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (0.0); NCUN 34 (0.0),,,NCUN,6,,,,,,,,,,,-43,,,,,49,NCST D28(GLx); NCST D13(GR),4.79,L,R,,,,,,NCST S99 (P),CC,49,R,R,NCST S99,FAIR CATCH,N,43,5R,,,,,,,,,,,,NCST D11 (PRW); NCST D13 (GR); NCST D21 (PRT); NCST D22 (PLT); NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST D49 (PPL); NCST 89 (PPR); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D13 (0.0); NCST D21 (0.0); NCST D22 (0.0); NCST D28 (0.0); NCST D32 (0.0); NCST D35 (0.0); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (+1.5),,,NCST,,2.21,,,,,,,,,,,,,,,,,,,,,,,,,+8,,,,NCST S99,,,0,1; NCUN 14 (PDR1),,,,,,,,L;R,,,,,,NCUN 04,,,,,,3,,,PUNT,,,,,,,,NCUN D15 (VL); NCUN D06 (VR),,13,0
3339438,15720,2019-11-30,2019,14,76671,944,2,4,13:17,0,,0,0,0,,,35,0,1.24,47,0,0,0,3,0,-15,0,3339425,-3,3.00,0,0.95,42,0,,,0,0,,,0,NCUN 05,8; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN 24; NCUN D25; NCUN 34,,,,,,7-1,,NCUN 05 (PR); NCUN D06 (VR); NCUN 11 (PDL3); NCUN D13 (PDL2); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR3); NCUN 24 (PDL4); NCUN D25 (PDR2); NCUN 34 (PLM),NCUN 05 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (0.0); NCUN 34 (0.0),,,NCUN,16,,,,,,,,,,,-15,,,,,47,NCST D28(GLx); NCST D19(GRa),4.29,L,R,,,,,,NCST D19 (GR); NCST D22 (PLT); NCST S99 (P); NCUN D25 (PDR2),CC,47,R,R,NCST S99,RETURNED,N,38,5R,,,,,NCST D22; NCST S99,,,,,,,NCST D11 (PRW); NCST D19 (GR); NCST D21 (PRT); NCST D22 (PLT); NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST D49 (PPL); NCST 89 (PPR); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D19 (+0.5); NCST D21 (0.0); NCST D22 (-1.0); NCST D28 (0.0); NCST D32 (0.0); NCST D35 (0.0); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (-0.5),,,NCST,,2.19,,,,,,,,,,,,,,,,,,,,,,NCST D22 UNRd,,,+50,,,,NCST D19,,,0,,,,,,,,,L;R,,,,,,NCUN 05,,,,,,3,,,PUNT,,,NCST D19,,,,,NCUN D15 (VL); NCUN D06 (VR),,13,0
3339994,15720,2019-11-30,2019,14,76671,1326,2,4,8:24,0,,0,3,0,,,72,0,1.18,68,0,0,0,3,0,4,0,3339976,,3.03,0,0.90,57,0,,,0,0,,,0,NCUN 05,8; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN 24; NCUN D25; NCUN 34,,,,,,7-1,,NCUN 05 (PR); NCUN D06 (VR); NCUN 11 (PDL3); NCUN D13 (PDL2); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR3); NCUN 24 (PDL4); NCUN D25 (PDR2); NCUN 34 (PLR),NCUN 05 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (-1.0); NCUN 34 (0.0),,,NCUN,12,,,,,,,,,,,-23,,,,,68,NCST D28(GLa); NCST D13(GRx),4.07,C,C,,,,,,NCST S99 (P); NCUN D25 (PDR2),BF,50,L,L,NCST S99,DOWNED,N,18,3L,,,,,NCUN D25,,,,,,,NCST D11 (PRW); NCST D13 (GR); NCST D21 (PRT); NCST D22 (PLT); NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST D49 (PPLo); NCST 89 (PPLi); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D13 (0.0); NCST D21 (0.0); NCST D22 (0.0); NCST D28 (0.0); NCST D32 (0.0); NCST D35 (0.0); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (0.0),,,NCST,,2.08,,,,,,,,,,,,,,,,,,,,,,NCUN D25 OH,,,+5,,,,,,,0,1; NCUN D16 (PDL1),,,,,,,,EMPTY,,,,,,NCUN 05,,,,,,0,,,PUNT,,,,,,,,NCUN D15 (VL); NCUN D06 (VR),,14,0
3340378,15720,2019-11-30,2019,14,76671,1692,2,4,3:30,0,,0,6,0,,,40,0,1.23,40,0,0,0,3,0,,0,3340364,,3.06,0,0.94,73,0,,,0,0,,,0,NCUN 05,7; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN D25; NCUN 34,,,,,,5-2,,NCUN 05 (PR); NCUN D06 (VR); NCUN 11 (PDL3); NCUN D13 (PLL); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR2); NCUN 24 (PDM); NCUN D25 (PDL2); NCUN 34 (PLR),NCUN 05 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (0.0); NCUN 34 (0.0),,,NCUN,8,,,,,,,,,,,-27,,,,,40,NCST D28(GLa); NCST D19(GRx),3.83,L,R,,,,,,NCST S99 (P),CC,40,,,NCST S99,FAIR CATCH,N,3,2L,,,,,,,,,,,,NCST D11 (PRW); NCST D19 (GR); NCST D21 (PRG); NCST D22 (PRT); NCST D28 (GL); NCST D32 (PLT); NCST D35 (PC); NCST D49 (PPLo); NCST 89 (PPLi); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D19 (0.0); NCST D21 (0.0); NCST D22 (0.0); NCST D28 (0.0); NCST D32 (0.0); NCST D35 (0.0); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (0.0),,,NCST,,2.17,,,,,,,,,,,,,,,,,,,,,,,,,+33,,,,,,,0,1; NCUN D16 (PDL1),,,,,,,,EMPTY,,,,,,NCUN 05,,,,,,-3,,,PUNT,,,,,,,,NCUN D15 (VL); NCUN D06 (VR),,10,0
3340871,15720,2019-11-30,2019,14,76671,2251,3,4,13:47,0,,0,6,0,,,39,0,1.09,44,0,0,0,10,0,,0,3340858,5,10.06,0,0.87,97,0,,,0,0,,,0,NCUN 05,8; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN 24; NCUN D25; NCUN 34,,,,,,8-0,,NCUN 05 (PR); NCUN D06 (VR); NCUN 11 (PDL2); NCUN D13 (PDR3); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR4); NCUN 24 (PDL3); NCUN D25 (PDR2); NCUN 34 (PDL4),NCUN 05 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (0.0); NCUN 34 (0.0),,,NCUN,14,,,,,,,,,,,-31,,,,,44,NCST D28(GLx); NCST D13(GRx),3.20,R,L,,,,,,NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST S99 (P),CFFG,33,L,L,NCST S99,RETURNED,N,20,4,,NCST D28,,,NCST D28; NCST S99,,,,,,,NCST D11 (PPR); NCST D13 (GR); NCST D21 (PRT); NCST D22 (PLT); NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST D49 (PPLo); NCST 89 (PPLi); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D13 (0.0); NCST D21 (0.0); NCST D22 (0.0); NCST D28 (-0.5); NCST D32 (+0.5); NCST D35 (+0.5); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (-1.0),,,NCST,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,+30,,,,NCST D32; NCST D35,,,0,2; NCUN D16 (PDL1); NCUN 34 (PDL4),,,,,,,,R,,,,,,NCUN 05,,,,,,4,,,PUNT,,,NCST D28,NCST D32,,,,NCUN D15 (VL); NCUN D06 (VR),,16,0
3341273,15720,2019-11-30,2019,14,76671,2560,3,4,8:54,0,,0,13,0,,,42,0,1.02,42,0,0,0,10,0,,0,3341262,,10.13,0,0.92,112,0,,,0,0,,,0,NCUN 05,8; NCUN 11; NCUN D13; NCUN 14; NCUN D16; NCUN 23; NCUN 24; NCUN D25; NCUN 34,,,,,,7-1,,NCUN 05 (PR); NCUN D06 (VR); NCUN 11 (PDL2); NCUN D13 (PDL3); NCUN 14 (PDR1); NCUN D15 (VL); NCUN D16 (PDL1); NCUN 23 (PDR3); NCUN 24 (PDL4); NCUN D25 (PDR2); NCUN 34 (PLR),NCUN 05 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D13 (0.0); NCUN 14 (0.0); NCUN D15 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN D25 (0.0); NCUN 34 (0.0),,,NCUN,6,,,,,,,,,,,-29,,,,,42,NCST D28(GLx); NCST D13(GR),2.51,C,C,,,,,,NCST S99 (P),BF,33,R,R,NCST S99,DOWNED,N,47,6R,,,,,NCST S99,,,,,,,NCST D11 (PRW); NCST D13 (GR); NCST D21 (PRT); NCST D22 (PLT); NCST D28 (GL); NCST D32 (PLG); NCST D35 (PRG); NCST D49 (PPL); NCST 89 (PPR); NCST S91 (PLS); NCST S99 (P),NCST D11 (0.0); NCST D13 (0.0); NCST D21 (0.0); NCST D22 (0.0); NCST D28 (0.0); NCST D32 (0.0); NCST D35 (0.0); NCST D49 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (-0.5),,,NCST,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,+29,,,,,,,0,,,,,,,,,L;R,,,,,,NCUN 05,,,,,,-3,,,PUNT,,,,,,,,NCUN D15 (VL); NCUN D06 (VR),,16,0
3338673,15720,2019-11-30,2019,14,76671,220,1,4,11:15,0,,0,0,0,,,33,0,1.24,33,0,0,0,0,0,,0,3338612,,0.00,0,0.98,9,0,,,0,0,,,0,NCST 87,8; NCST D21; NCST D25; NCST D30; NCST 37; NCST 38; NCST D39; NCST 82; NCST D89,,,,,,5-3,,NCST D14 (VR); NCST D19 (VL); NCST D21 (PDL1); NCST D25 (PDR1); NCST D30 (PDR2); NCST 37 (PLR1); NCST 38 (PDL2); NCST D39 (PLL); NCST 82 (PLR2); NCST 87 (PR); NCST D89 (PDL3),NCST D14 (0.0); NCST D19 (0.0); NCST D21 (0.0); NCST D25 (0.0); NCST D30 (0.0); NCST 37 (0.0); NCST 38 (0.0); NCST D39 (0.0); NCST 82 (0.0); NCST 87 (0.0); NCST D89 (0.0),,,NCST,11,,,,,,,,,,,+40,,,,,33,NCUN D06(GLx); NCUN 11(GR),3.97,R,L,,,,,,NCUN S61 (PLS); NCUN S91 (P),BF,32,R,R,NCUN S91,DOWNED,A,46,6R,,,,,NCUN S61,,,,,,,NCUN D03 (PRT); NCUN D06 (GL); NCUN 11 (GR); NCUN D16 (PLW); NCUN 23 (PLG); NCUN 24 (PRG); NCUN 34 (PLT); NCUN D56 (PPL); NCUN S61 (PLS); NCUN 80 (PPR); NCUN S91 (P),NCUN D03 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN 34 (0.0); NCUN D56 (0.0); NCUN S61 (-0.5); NCUN 80 (0.0); NCUN S91 (+0.5),,,NCUN,,2.22,,,,,,,,,,,,,,,,,,,,,,,,,+7,,,,NCUN S91,,,0,1; NCST 38 (PDL2),,,,,,,,L;R,,,,,,NCST 87,,,,,,0,,,PUNT,,,,,,,,NCST D19 (VL); NCST D14 (VR),,2,0
3339082,15720,2019-11-30,2019,14,76671,550,1,4,4:47,0,,0,3,0,,,43,0,1.37,43,0,0,0,0,0,,0,3339072,,3.00,0,0.94,24,0,,,0,0,,,0,NCST 87,8; NCST D13; NCST D21; NCST D30; NCST 37; NCST 38; NCST D39; NCST 82; NCST D89,,,,,,7-1,,NCST D13 (PDR1); NCST D14 (VR); NCST D19 (VL); NCST D21 (PDL1); NCST D30 (PDL4); NCST 37 (PDR2); NCST 38 (PDL3); NCST D39 (PDL2); NCST 82 (PLR); NCST 87 (PR); NCST D89 (PDL5),NCST D13 (0.0); NCST D14 (0.0); NCST D19 (0.0); NCST D21 (0.0); NCST D30 (0.0); NCST 37 (0.0); NCST 38 (0.0); NCST D39 (0.0); NCST 82 (0.0); NCST 87 (0.0); NCST D89 (0.0),,,NCST,7,,,,,,,,,,,-44,,,,,43,NCUN D06(GLa); NCUN 11(GRa),4.28,C,C,,,,,,NCUN S91 (P),CC,43,R,R,NCUN S91,FAIR CATCH,R,38,5R,,,,,,,,,,,,NCUN D03 (PRW); NCUN D06 (GL); NCUN 11 (GR); NCUN D16 (PLT); NCUN 23 (PRG); NCUN 24 (PRT); NCUN 34 (PLG); NCUN D56 (PPL); NCUN S61 (PLS); NCUN 80 (PPR); NCUN S91 (P),NCUN D03 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN 34 (0.0); NCUN D56 (0.0); NCUN S61 (0.0); NCUN 80 (0.0); NCUN S91 (+0.5),,,NCUN,,2.31,,,,,,,,,,,,,,,,,,,,,,,,,+13,,,,NCUN S91,,,0,3; NCST D13 (PDR1); NCST D30 (PDL4); NCST D39 (PDL2),,,,,,,,L;R,,,,,,NCST 87,,,,,,-3,,,PUNT,,,,,,,,NCST D19 (VL); NCST D14 (VR),,15,0
3339360,15720,2019-11-30,2019,14,76671,836,2,4,15:00,0,,0,3,0,,,45,0,1.23,45,0,0,0,0,0,,0,3339322,,3.00,0,1.01,37,0,,,0,0,,,0,NCST 87,8; NCST D13; NCST D21; NCST D30; NCST 37; NCST 38; NCST D39; NCST 82; NCST D89,,,,,,8-0,,NCST D13 (PDR1); NCST D14 (VR); NCST D19 (VL); NCST D21 (PDL1); NCST D30 (PDL4); NCST 37 (PDR2); NCST 38 (PDL3); NCST D39 (PDL2); NCST 82 (PDL5); NCST 87 (PR); NCST D89 (PDL6),NCST D13 (0.0); NCST D14 (0.0); NCST D19 (0.0); NCST D21 (0.0); NCST D30 (0.0); NCST 37 (0.0); NCST 38 (0.0); NCST D39 (0.0); NCST 82 (0.0); NCST 87 (0.0); NCST D89 (0.0),,,NCST,8,,,,,,,,,,,-34,,,,,45,NCUN D06(GLx); NCUN 11(GRa),3.47,C,C,,,,,,NCUN S91 (P),CC,45,R,R,NCUN S91,FAIR CATCH,R,40,5R,,,,,,,,,,,,NCUN D03 (PRW); NCUN D06 (GL); NCUN 11 (GR); NCUN D16 (PLT); NCUN 23 (PRG); NCUN 24 (PRT); NCUN 34 (PLG); NCUN D56 (PPL); NCUN S61 (PLS); NCUN 80 (PPR); NCUN S91 (P),NCUN D03 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN 34 (0.0); NCUN D56 (0.0); NCUN S61 (0.0); NCUN 80 (0.0); NCUN S91 (0.0),,,NCUN,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,+21,,,,,,,0,1; NCST D39 (PDL2),,,,,,,,L;R,,,,,,NCST 87,,,,,,-3,,,PUNT,,,,,,,,NCST D19 (VL); NCST D14 (VR),,18,0
3340942,15720,2019-11-30,2019,14,76671,2342,3,4,11:40,0,,0,10,0,,,39,0,1.18,39,0,0,0,6,0,,0,3340928,,10.06,0,0.82,101,0,,,0,0,,,0,NCST 87,8; NCST D13; NCST D21; NCST D30; NCST 36; NCST 37; NCST 38; NCST D39; NCST 82,,,,,,8-0,,NCST D13 (PDR1); NCST D14 (VR); NCST D19 (VL); NCST D21 (PDL1); NCST D30 (PDL4); NCST 36 (PDL6); NCST 37 (PDR2); NCST 38 (PDL3); NCST D39 (PDL2); NCST 82 (PDL5); NCST 87 (PR),NCST D13 (0.0); NCST D14 (0.0); NCST D19 (0.0); NCST D21 (0.0); NCST D30 (0.0); NCST 36 (0.0); NCST 37 (0.0); NCST 38 (0.0); NCST D39 (0.0); NCST 82 (0.0); NCST 87 (0.0),,,NCST,10,,,,,,,,,,,-30,,,,,39,NCUN D06(GLa); NCUN 11(GRx),3.71,L,R,,,,,,NCUN S91 (P),BF,33,,,NCUN S91,OUT OF BOUNDS,N,3,2L,,,,,NCUN S91,,,,,,,NCUN D03 (PRW); NCUN D06 (GL); NCUN 11 (GR); NCUN D16 (PLT); NCUN 23 (PRG); NCUN 24 (PRT); NCUN 34 (PLG); NCUN D56 (PPL); NCUN S61 (PLS); NCUN 80 (PPR); NCUN S91 (P),NCUN D03 (0.0); NCUN D06 (0.0); NCUN 11 (0.0); NCUN D16 (0.0); NCUN 23 (0.0); NCUN 24 (0.0); NCUN 34 (0.0); NCUN D56 (0.0); NCUN S61 (0.0); NCUN 80 (0.0); NCUN S91 (-0.5),,,NCUN,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,+31,,,,,,,0,1; NCST D39 (PDL2),,,,,,,,L;R,,,,,,NCST 87,,,,,,-4,,,PUNT,,,,,,,,NCST D19 (VL); NCST D14 (VR),,6,0
3338973,15720,2019-11-30,2019,14,76671,443,1,4,6:03,0,,0,0,0,,,0,0,,30,0,0,0,0,0,,0,3338955,,0.00,0,,19,0,,,0,0,,,0,,,,,,,,3-6,,NCUN D01 (FR2); NCUN D03 (FR3); NCUN D04 (FL1); NCUN D12 (FL3); NCUN D13 (FBL1); NCUN D21 (FL2); NCUN D29 (FR1); NCUN D44 (FBL2); NCUN D55 (FR6); NCUN D90 (FR4); NCUN D92 (FR5),NCUN D01 (0.0); NCUN D03 (0.0); NCUN D04 (0.0); NCUN D12 (0.0); NCUN D13 (0.0); NCUN D21 (0.0); NCUN D29 (0.0); NCUN D44 (0.0); NCUN D55 (0.0); NCUN D90 (0.0); NCUN D92 (0.0),,,NCUN,7,,,,,,,,,,,+13,,,,,30,,,C,C,,,,,,NCST S32 (FK),,,,,NCST S32,MADE - IL,,,,,,,,,,,,,,,NCST S32 (FK); NCST D49 (FLW); NCST 53 (FRE); NCST 65 (FLE); NCST 66 (FRG); NCST 71 (FLG); NCST 74 (FLT); NCST 79 (FRT); NCST 89 (FRW); NCST S91 (FLS); NCST S99 (H),NCST S32 (0.0); NCST D49 (0.0); NCST 53 (0.0); NCST 65 (0.0); NCST 66 (0.0); NCST 71 (0.0); NCST 74 (0.0); NCST 79 (0.0); NCST 89 (0.0); NCST S91 (0.0); NCST S99 (0.0),,,NCST,,,,,,,,,,,,,,,,,,,,,,,,,,,+13,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,FIELD GOAL,,2; NCUN D01 (FR2); NCUN D04 (FL1),,,,,,,,10,0
